LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,14,239.01,85.55,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,15,301.86,67.74,5,5.679999828,4
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,16,262.21,77.98,2,5.679999828,5.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,17,234.3,87.27,2,5.679999828,5.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,18,338.04,60.49,2,5.679999828,8.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,19,275.51,74.22,2,5.679999828,7.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,20,254.48,80.35,2,5.679999828,10.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,21,325.19,62.88,1,5.679999828,16.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,22,325.19,62.88,1,5.679999828,19
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,23,325.19,62.88,1,5.679999828,21.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,24,325.19,62.88,1,5.679999828,24
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,25,325.19,62.88,1,5.679999828,33
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,26,285.23,71.69,2,5.679999828,46
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,27,310.96,65.76,2,5.679999828,54
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,28,312.56,65.42,1,5.679999828,51
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,29,312.56,65.42,1,5.679999828,74
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,30,312.56,65.42,1,5.679999828,92
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,31,312.56,65.42,1,5.679999828,97.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,32,312.56,65.42,1,5.679999828,93.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,33,292.94,69.8,2,5.679999828,106
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,34,293.16,69.75,1,5.679999828,94
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,35,293.16,69.75,1,5.679999828,95.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,36,293.16,69.75,1,5.679999828,73
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,37,301.15,67.9,1,5.679999828,71.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,38,288,71,1,5.679999828,80.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,39,297.93,68.63,1,5.679999828,78
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,40,307.86,66.42,1,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,41,306.69,66.67,1,5.679999828,73.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,42,305.51,66.93,1,5.679999828,72.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,43,306.11,66.8,1,5.679999828,85.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,44,306.7,66.67,1,5.679999828,76
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,45,306.7,66.67,1,5.679999828,76
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,46,285.11,71.72,1,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,47,285.11,71.72,1,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,48,285.11,71.72,1,5.679999828,74
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,49,285.11,71.72,1,5.679999828,80.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,50,306.7,66.67,1,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,51,306.7,66.67,1,5.679999828,82.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,52,306.7,66.67,1,5.679999828,78
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,53,289.96,70.52,1,5.679999828,76.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,54,316.73,64.56,1,5.679999828,80.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,55,343.49,59.53,1,5.679999828,81
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,56,333.16,61.38,1,5.679999828,79.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,57,322.83,63.34,1,5.679999828,84.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,58,322.83,63.34,1,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,59,322.83,63.34,1,5.679999828,78.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,60,312.3,65.48,2,5.679999828,80.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,61,297.3,68.78,2,5.679999828,88.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,62,302.88,67.51,2,5.679999828,84
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,63,281.93,72.53,2,5.679999828,81
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,64,308.39,66.31,2,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,65,317.58,64.39,2,5.679999828,84.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,66,288.5,70.88,2,5.679999828,90
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,67,298.58,68.48,2,5.679999828,94
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,68,298.58,68.48,2,5.679999828,92
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,69,277.12,73.79,2,5.679999828,98.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,70,281.59,72.62,2,5.679999828,92.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,71,286.86,71.28,2,5.679999828,84.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,72,278.99,73.29,2,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,73,283.96,72.01,2,5.679999828,69.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,74,268.63,76.12,2,5.679999828,62
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,75,276.55,73.94,2,5.679999828,58.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,76,288.42,70.9,2,5.679999828,54.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,77,263.82,77.51,2,5.679999828,47
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,78,271.8,75.23,2,5.679999828,38
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,79,260.42,78.52,2,5.679999828,37
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,80,268.36,76.2,2,5.679999828,36.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,81,268.04,76.29,2,5.679999828,33
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,82,272.88,74.93,2,5.679999828,32
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,83,281.11,72.74,2,5.679999828,28.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,84,271.45,75.33,2,5.679999828,21
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,85,294.83,69.36,2,5.679999828,23
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,86,262.89,77.78,2,5.679999828,21.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,87,274.95,74.37,2,5.679999828,16.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,88,276.31,74,2,5.679999828,22.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,89,272.5,75.04,2,5.679999828,20
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,90,271.04,75.44,2,5.679999828,15.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,91,280.21,72.97,2,5.679999828,12.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,92,307.69,66.46,2,5.679999828,9.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,93,237.81,85.98,2,5.679999828,8
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,94,265.88,76.91,2,5.679999828,5.5
AL2473,A49 between A40 and A4137 (AL2473),8/13/2014 0:00,95,263.54,77.59,2,5.679999828,7.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,0,284.25,71.94,2,5.679999828,6.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,1,265.62,76.98,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,2,225.74,90.58,2,5.679999828,3.75
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,3,214.14,95.49,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,4,308.97,66.18,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,5,275.33,74.27,2,5.679999828,1.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,6,300.62,68.02,2,5.679999828,1.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,7,301.86,67.74,5,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,8,249.93,81.81,2,5.679999828,1.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,9,300.1,68.14,2,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,10,257.13,79.52,2,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,11,265.04,77.15,3,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,12,303.97,67.27,3,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,13,291.45,70.16,2,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,14,285.89,71.52,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,15,278.88,73.32,2,5.679999828,3.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,16,273.32,74.81,2,5.679999828,5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,17,272.59,75.01,2,5.679999828,5.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,18,301.86,67.74,5,5.679999828,8
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,19,276.98,73.82,2,5.679999828,8.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,20,263.82,77.51,2,5.679999828,8
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,21,271.13,75.42,2,5.679999828,15
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,22,278.98,73.3,2,5.679999828,18
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,23,303.7,67.33,1,5.679999828,22
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,24,303.7,67.33,1,5.679999828,25
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,25,303.7,67.33,1,5.679999828,30.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,26,303.7,67.33,1,5.679999828,46
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,27,295.63,69.17,1,5.679999828,54
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,28,287.55,71.11,1,5.679999828,51.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,29,287.55,71.11,1,5.679999828,68
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,30,287.55,71.11,1,5.679999828,95
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,31,277.46,73.7,1,5.679999828,97.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,32,267.36,76.48,1,5.679999828,92.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,33,267.36,76.48,1,5.679999828,111
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,34,281.36,72.68,1,5.679999828,94.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,35,295.36,69.23,1,5.679999828,90
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,36,297.97,68.62,1,5.679999828,70.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,37,300.57,68.03,1,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,38,300.57,68.03,1,5.679999828,80.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,39,300.71,68,1,5.679999828,78
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,40,300.84,67.97,1,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,41,300.84,67.97,1,5.679999828,82
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,42,263.91,77.48,1,5.679999828,69
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,43,263.91,77.48,1,5.679999828,85.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,44,263.91,77.48,1,5.679999828,76
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,45,317.34,64.44,2,5.679999828,82
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,46,303.05,67.47,2,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,47,303.31,67.42,2,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,48,304.11,67.24,2,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,49,352.55,58,1,5.679999828,81.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,50,352.55,58,1,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,51,352.55,58,1,5.679999828,82
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,52,352.55,58,1,5.679999828,78.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,53,352.55,58,1,5.679999828,79.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,54,304.49,67.15,2,5.679999828,77
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,55,296.17,69.04,2,5.679999828,79
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,56,262.66,77.85,1,5.679999828,74
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,57,262.66,77.85,1,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,58,262.66,77.85,1,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,59,262.66,77.85,1,5.679999828,78
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,60,283.63,72.09,1,5.679999828,87
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,61,304.6,67.13,1,5.679999828,87.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,62,304.6,67.13,1,5.679999828,84.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,63,304.6,67.13,1,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,64,305.75,66.88,1,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,65,306.89,66.63,1,5.679999828,82.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,66,306.89,66.63,1,5.679999828,90
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,67,330.36,61.9,1,5.679999828,94
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,68,353.83,57.79,1,5.679999828,92
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,69,353.83,57.79,1,5.679999828,96.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,70,320.8,63.74,1,5.679999828,89
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,71,320.8,63.74,1,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,72,320.8,63.74,1,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,73,320.8,63.74,1,5.679999828,74
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,74,290.95,70.28,1,5.679999828,57.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,75,290.95,70.28,1,5.679999828,56.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,76,290.95,70.28,1,5.679999828,52.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,77,300.71,68,1,5.679999828,45.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,78,300.71,68,1,5.679999828,38
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,79,300.71,68,1,5.679999828,37.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,80,292.54,69.9,2,5.679999828,34
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,81,281.13,72.74,2,5.679999828,32
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,82,263.88,77.49,2,5.679999828,31.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,83,255.56,80.01,2,5.679999828,26.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,84,282.26,72.44,2,5.679999828,22.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,85,273.01,74.9,2,5.679999828,23.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,86,262.78,77.81,2,5.679999828,21.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,87,291.14,70.23,2,5.679999828,20.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,88,255.94,79.89,2,5.679999828,23
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,89,274.22,74.57,2,5.679999828,20
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,90,288.14,70.97,2,5.679999828,15.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,91,303.64,67.34,2,5.679999828,12.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,92,260.95,78.36,2,5.679999828,10
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,93,263.59,77.58,2,5.679999828,8
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,94,244.29,83.7,2,5.679999828,5.5
AL2473,A49 between A40 and A4137 (AL2473),8/14/2014 0:00,95,281.52,72.63,2,5.679999828,7.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,0,269.82,75.78,2,5.679999828,4.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,1,260.56,78.48,2,5.679999828,5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,2,232.14,88.08,3,5.679999828,3.13
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,3,255.54,80.02,2,5.679999828,4
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,4,307.58,66.48,2,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,5,313.72,65.18,2,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,6,276.88,73.85,2,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,7,275.42,74.24,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,8,274.05,74.61,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,9,305.34,66.97,2,5.679999828,4
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,10,268.81,76.07,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,11,301.86,67.74,5,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,12,279.99,73.03,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,13,308.83,66.21,2,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,14,301.86,67.74,5,5.679999828,2.25
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,15,253.28,80.73,2,5.679999828,3.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,16,238.93,85.58,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,17,238.18,85.85,2,5.679999828,3.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,18,331.96,61.6,2,5.679999828,7
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,19,237.66,86.04,2,5.679999828,9
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,20,271.07,75.43,2,5.679999828,8
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,21,261.56,78.18,2,5.679999828,13.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,22,252.8,80.89,2,5.679999828,15
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,23,303.64,67.34,2,5.679999828,18.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,24,289.89,70.54,2,5.679999828,25.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,25,279.35,73.2,2,5.679999828,29
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,26,271.13,75.42,2,5.679999828,37.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,27,301.83,67.75,2,5.679999828,46
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,28,258.57,79.08,1,5.679999828,47.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,29,258.57,79.08,1,5.679999828,65.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,30,258.57,79.08,1,5.679999828,88
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,31,258.57,79.08,1,5.679999828,91.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,32,258.57,79.08,1,5.679999828,83.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,33,301.95,67.72,2,5.679999828,95.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,34,301.43,67.84,2,5.679999828,96
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,35,288.98,70.76,2,5.679999828,80
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,36,309.04,66.17,2,5.679999828,70.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,37,295.29,69.25,2,5.679999828,81
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,38,292.8,69.84,2,5.679999828,79.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,39,303.83,67.3,2,5.679999828,88
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,40,297.64,68.7,2,5.679999828,87.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,41,305.13,67.01,2,5.679999828,92
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,42,306.91,66.63,2,5.679999828,85
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,43,303.72,67.33,2,5.679999828,86
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,44,298.76,68.44,2,5.679999828,86
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,45,301.71,67.77,2,5.679999828,87
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,46,297.85,68.65,2,5.679999828,86
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,47,304.08,67.25,2,5.679999828,83
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,48,293.37,69.7,1,5.679999828,80
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,49,293.37,69.7,1,5.679999828,82
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,50,293.37,69.7,1,5.679999828,82
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,51,293.37,69.7,1,5.679999828,77.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,52,306.84,66.64,1,5.679999828,82.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,53,306.84,66.64,1,5.679999828,84.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,54,304.44,67.17,1,5.679999828,82
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,55,302.04,67.7,1,5.679999828,86.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,56,302.04,67.7,1,5.679999828,79.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,57,311.42,65.66,1,5.679999828,93
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,58,311.42,65.66,1,5.679999828,87
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,59,306.8,66.65,1,5.679999828,85
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,60,302.17,67.67,1,5.679999828,90
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,61,302.17,67.67,1,5.679999828,83
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,62,302.17,67.67,1,5.679999828,88
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,63,319.55,63.99,1,5.679999828,84.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,64,319.55,63.99,1,5.679999828,80.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,65,319.55,63.99,1,5.679999828,86
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,66,319.55,63.99,1,5.679999828,88
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,67,305.01,67.04,1,5.679999828,82.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,68,305.01,67.04,1,5.679999828,78.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,69,305.01,67.04,1,5.679999828,88
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,70,305.19,67,1,5.679999828,72.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,71,305.19,67,1,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,72,305.19,67,1,5.679999828,62
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,73,305.19,67,1,5.679999828,68
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,74,273.24,74.84,2,5.679999828,64.5
AL2473,A49 between A40 and A4137 (AL2473),8/15/2014 0:00,75,307.4,66.52,1,5.679999828,59.5
